0,0,190,192.5,190,207.5,210,192.5,210,207.5
0,5,184.12214747707526,194.4098300562505,184.12214747707526,209.4098300562505,204.12214747707526,194.4098300562505,204.12214747707526,209.4098300562505
0,6,175.15412501040106,195.8302252754526,175.15412501040106,210.8302252754526,195.15412501040106,195.8302252754526,195.15412501040106,210.8302252754526
0,2,178.24429495415055,156.31966011250105,178.24429495415055,171.31966011250105,198.24429495415055,156.31966011250105,198.24429495415055,171.31966011250105
0,3,195.87785252292474,174.40983005625054,195.87785252292474,189.40983005625054,215.87785252292474,174.40983005625054,215.87785252292474,189.40983005625054
0,7,198.0901699437495,196.62214747707526,198.0901699437495,211.62214747707526,218.0901699437495,196.62214747707526,218.0901699437495,211.62214747707526
0,8,196.6697747245474,187.65412501040106,196.6697747245474,202.65412501040106,216.6697747245474,187.65412501040106,216.6697747245474,202.65412501040106
0,9,190,212.5,190,227.5,210,212.5,210,227.5
0,1,184.12214747707526,174.40983005625054,184.12214747707526,189.40983005625054,204.12214747707526,174.40983005625054,204.12214747707526,189.40983005625054
0,4,201.75570504584945,156.31966011250105,201.75570504584945,171.31966011250105,221.75570504584945,156.31966011250105,221.75570504584945,171.31966011250105
1,0,190,195,190,210,210,195,210,210
1,5,180.61808664077515,201.53882942922507,180.61808664077515,216.53882942922507,200.61808664077515,201.53882942922507,200.61808664077515,216.53882942922507
1,6,174.32634322529978,207.5882240214017,174.32634322529978,222.5882240214017,194.32634322529978,207.5882240214017,194.32634322529978,222.5882240214017
1,7,198.0901699437495,199.12214747707526,198.0901699437495,214.12214747707526,218.0901699437495,199.12214747707526,218.0901699437495,214.12214747707526
1,8,196.55578752296248,190.52989045549978,196.55578752296248,205.52989045549978,216.55578752296248,190.52989045549978,216.55578752296248,205.52989045549978
1,4,203.7735519238821,159.8227073506681,203.7735519238821,174.8227073506681,223.7735519238821,159.8227073506681,223.7735519238821,174.8227073506681
1,9,190,215,190,230,210,215,210,230
1,1,183.21199254467058,177.65677490564315,183.21199254467058,192.65677490564315,203.21199254467058,177.65677490564315,203.21199254467058,192.65677490564315
1,2,177.59935906391954,160.38286524173702,177.59935906391954,175.38286524173702,197.59935906391954,160.38286524173702,197.59935906391954,175.38286524173702
1,3,196.49448048330183,177.39594034399968,196.49448048330183,192.39594034399968,216.49448048330183,177.39594034399968,216.49448048330183,192.39594034399968
2,6,178.64277153579593,218.04675980004285,178.64277153579593,233.04675980004285,198.64277153579593,218.04675980004285,198.64277153579593,233.04675980004285
2,9,190,217.5,190,232.5,210,217.5,210,232.5
2,1,182.39594034399968,181.00551951669817,182.39594034399968,196.00551951669817,202.39594034399968,181.00551951669817,202.39594034399968,196.00551951669817
2,3,197.07106781186548,180.42893218813452,197.07106781186548,195.42893218813452,217.07106781186548,180.42893218813452,217.07106781186548,195.42893218813452
2,4,205.70648027413327,163.48098097031766,205.70648027413327,178.48098097031766,225.70648027413327,163.48098097031766,225.70648027413327,178.48098097031766
2,0,190,197.5,190,212.5,210,197.5,210,212.5
2,5,180.27630079602324,209.83445363855904,180.27630079602324,224.83445363855904,200.27630079602324,209.83445363855904,200.27630079602324,224.83445363855904
2,7,198.0901699437495,201.62214747707526,198.0901699437495,216.62214747707526,218.0901699437495,201.62214747707526,218.0901699437495,216.62214747707526
2,8,196.45664068352218,193.40984131559148,196.45664068352218,208.40984131559148,216.45664068352218,193.40984131559148,216.45664068352218,208.40984131559148
2,2,177.12633432655844,164.78733982941958,177.12633432655844,179.78733982941958,197.12633432655844,164.78733982941958,197.12633432655844,179.78733982941958
3,2,176.83177832472404,169.50668198038312,176.83177832472404,184.50668198038312,196.83177832472404,169.50668198038312,196.83177832472404,184.50668198038312
3,4,207.54257295055967,167.28733982941958,207.54257295055967,182.28733982941958,227.54257295055967,167.28733982941958,227.54257295055967,182.28733982941958
3,5,183.21199254467058,217.34322509435685,183.21199254467058,232.34322509435685,203.21199254467058,217.34322509435685,203.21199254467058,232.34322509435685
3,6,186.42398508934116,224.6864501887137,186.42398508934116,239.6864501887137,206.42398508934116,224.6864501887137,206.42398508934116,239.6864501887137
3,7,198.0901699437495,204.12214747707526,198.0901699437495,219.12214747707526,218.0901699437495,204.12214747707526,218.0901699437495,219.12214747707526
3,9,190,220,190,235,210,220,210,235
3,1,181.68530387697456,184.44429766980397,181.68530387697456,199.44429766980397,201.68530387697456,184.44429766980397,201.68530387697456,199.44429766980397
3,0,190,200,190,215,210,200,210,215
3,8,196.37248708346664,196.29339173398927,196.37248708346664,211.29339173398927,216.37248708346664,196.29339173398927,216.37248708346664,211.29339173398927
3,3,197.60405965600032,183.50551951669817,197.60405965600032,198.50551951669817,217.60405965600032,183.50551951669817,217.60405965600032,198.50551951669817
4,3,198.0901699437495,186.62214747707526,198.0901699437495,201.62214747707526,218.0901699437495,186.62214747707526,218.0901699437495,201.62214747707526
4,5,188.43565534959768,222.3768834059514,188.43565534959768,237.3768834059514,208.43565534959768,222.3768834059514,208.43565534959768,237.3768834059514
4,8,196.30345648154758,199.17995030374823,196.30345648154758,214.17995030374823,216.30345648154758,199.17995030374823,216.30345648154758,214.17995030374823
4,1,181.08993475811633,187.96009500260453,181.08993475811633,202.96009500260453,201.08993475811633,187.96009500260453,201.08993475811633,202.96009500260453
4,9,190,222.5,190,237.5,210,222.5,210,237.5
4,2,176.71977451362812,174.5101247633254,176.71977451362812,189.5101247633254,196.71977451362812,174.5101247633254,196.71977451362812,189.5101247633254
4,4,209.27050983124843,171.233729791199,209.27050983124843,186.233729791199,229.27050983124843,171.233729791199,229.27050983124843,186.233729791199
4,0,190,202.5,190,217.5,210,202.5,210,217.5
4,6,194.96148064294485,226.37591428897804,194.96148064294485,241.37591428897804,214.96148064294485,226.37591428897804,214.96148064294485,241.37591428897804
4,7,198.0901699437495,206.62214747707526,198.0901699437495,221.62214747707526,218.0901699437495,206.62214747707526,218.0901699437495,221.62214747707526
5,0,190,205,190,220,210,205,210,220
5,6,201.46336469449804,223.6522983135501,201.46336469449804,238.6522983135501,221.46336469449804,223.6522983135501,221.46336469449804,238.6522983135501
5,8,196.24965531794967,202.06892097957217,196.24965531794967,217.06892097957217,216.24965531794967,202.06892097957217,216.24965531794967,217.06892097957217
5,2,176.79187561174635,179.76296273542468,176.79187561174635,194.76296273542468,196.79187561174635,179.76296273542468,196.79187561174635,194.76296273542468
5,5,194.18659737537428,224.0814317382508,194.18659737537428,239.0814317382508,214.18659737537428,224.0814317382508,214.18659737537428,239.0814317382508
5,7,198.0901699437495,209.12214747707526,198.0901699437495,224.12214747707526,218.0901699437495,209.12214747707526,218.0901699437495,224.12214747707526
5,9,190,225,190,240,210,225,210,240
5,1,180.61808664077515,191.53882942922507,180.61808664077515,206.53882942922507,200.61808664077515,191.53882942922507,200.61808664077515,206.53882942922507
5,3,198.52640164354094,189.77501435284051,198.52640164354094,204.77501435284051,218.52640164354094,189.77501435284051,218.52640164354094,204.77501435284051
5,4,210.87963761073274,175.31123338056815,210.87963761073274,190.31123338056815,230.87963761073274,175.31123338056815,230.87963761073274,190.31123338056815
6,0,190,207.5,190,222.5,210,207.5,210,222.5
